자소서,질문
"대학생 시절, 저는 AI 개발을 공부해보자는 다짐을 가지고 수상을 목표로 대회에 출전하였습니다. AI 알고리즘 코드를 짜본 경험이 없었기 때문에 대회 진행에 어려움을 겪었습니다. 그리하여 AI 개발에 능숙하신 교수님과 선배님들에게 이메일을 보내 적극적으로 도움을 요청하였습니다. 또한, 대회와 관련된 교내의 모든 AI 서적과 깃헙의 코드를 공부하면서 코드를 완성하였습니다. 하지만 수상을 목표로 출전한 대회에서는 입상도 하지 못하였습니다.
하지만 실패에 낙담하지 않고 뭐든지 할 수 있다는 믿음으로 대회에 다시 출전하였습니다. 팀원을 모아 다양한 시각을 통해 문제를 극복하고, 정기적으로 교수님에게 첨삭을 받으면서 프로젝트의 방향성이 맞는 지를 확인했습니다. 1년 동안 같은 데이터로 꾸준히 연구한 결과를 논문으로 구체화하였고, 그 결과 대회에서 최우수상을 받을 수 있었습니다. 1년의 프로젝트에서 지치지 않고 좋은 성과를 만들어낸 경험을 토대로 SK텔레콤에서 추진력을 발휘하여 최고의 결과를 낼 수 있도록 기여하고 싶습니다.","팀원들과 함께 다양한 시각을 통해 문제를 극복했다고 하셨는데, 그 과정에서의 협업 방식이나 의사소통 방법에 대해 자세히 알려주세요."
"대학생 시절, 저는 AI 개발을 공부해보자는 다짐을 가지고 수상을 목표로 대회에 출전하였습니다. AI 알고리즘 코드를 짜본 경험이 없었기 때문에 대회 진행에 어려움을 겪었습니다. 그리하여 AI 개발에 능숙하신 교수님과 선배님들에게 이메일을 보내 적극적으로 도움을 요청하였습니다. 또한, 대회와 관련된 교내의 모든 AI 서적과 깃헙의 코드를 공부하면서 코드를 완성하였습니다. 하지만 수상을 목표로 출전한 대회에서는 입상도 하지 못하였습니다.
하지만 실패에 낙담하지 않고 뭐든지 할 수 있다는 믿음으로 대회에 다시 출전하였습니다. 팀원을 모아 다양한 시각을 통해 문제를 극복하고, 정기적으로 교수님에게 첨삭을 받으면서 프로젝트의 방향성이 맞는 지를 확인했습니다. 1년 동안 같은 데이터로 꾸준히 연구한 결과를 논문으로 구체화하였고, 그 결과 대회에서 최우수상을 받을 수 있었습니다. 1년의 프로젝트에서 지치지 않고 좋은 성과를 만들어낸 경험을 토대로 SK텔레콤에서 추진력을 발휘하여 최고의 결과를 낼 수 있도록 기여하고 싶습니다.","대회에서 최우수상을 받을 수 있었던 논문 작성 및 구체화 과정에서 어떤 어려움이 있었고, 어떻게 극복하셨나요?"
"대학생 시절, 저는 AI 개발을 공부해보자는 다짐을 가지고 수상을 목표로 대회에 출전하였습니다. AI 알고리즘 코드를 짜본 경험이 없었기 때문에 대회 진행에 어려움을 겪었습니다. 그리하여 AI 개발에 능숙하신 교수님과 선배님들에게 이메일을 보내 적극적으로 도움을 요청하였습니다. 또한, 대회와 관련된 교내의 모든 AI 서적과 깃헙의 코드를 공부하면서 코드를 완성하였습니다. 하지만 수상을 목표로 출전한 대회에서는 입상도 하지 못하였습니다.
하지만 실패에 낙담하지 않고 뭐든지 할 수 있다는 믿음으로 대회에 다시 출전하였습니다. 팀원을 모아 다양한 시각을 통해 문제를 극복하고, 정기적으로 교수님에게 첨삭을 받으면서 프로젝트의 방향성이 맞는 지를 확인했습니다. 1년 동안 같은 데이터로 꾸준히 연구한 결과를 논문으로 구체화하였고, 그 결과 대회에서 최우수상을 받을 수 있었습니다. 1년의 프로젝트에서 지치지 않고 좋은 성과를 만들어낸 경험을 토대로 SK텔레콤에서 추진력을 발휘하여 최고의 결과를 낼 수 있도록 기여하고 싶습니다.",이러한 경험을 바탕으로 SK텔레콤에서 추진력을 발휘하여 최고의 결과를 내기 위해 어떤 점에 집중하고 싶으신가요?
"대학생 시절, 저는 AI 개발을 공부해보자는 다짐을 가지고 수상을 목표로 대회에 출전하였습니다. AI 알고리즘 코드를 짜본 경험이 없었기 때문에 대회 진행에 어려움을 겪었습니다. 그리하여 AI 개발에 능숙하신 교수님과 선배님들에게 이메일을 보내 적극적으로 도움을 요청하였습니다. 또한, 대회와 관련된 교내의 모든 AI 서적과 깃헙의 코드를 공부하면서 코드를 완성하였습니다. 하지만 수상을 목표로 출전한 대회에서는 입상도 하지 못하였습니다.
하지만 실패에 낙담하지 않고 뭐든지 할 수 있다는 믿음으로 대회에 다시 출전하였습니다. 팀원을 모아 다양한 시각을 통해 문제를 극복하고, 정기적으로 교수님에게 첨삭을 받으면서 프로젝트의 방향성이 맞는 지를 확인했습니다. 1년 동안 같은 데이터로 꾸준히 연구한 결과를 논문으로 구체화하였고, 그 결과 대회에서 최우수상을 받을 수 있었습니다. 1년의 프로젝트에서 지치지 않고 좋은 성과를 만들어낸 경험을 토대로 SK텔레콤에서 추진력을 발휘하여 최고의 결과를 낼 수 있도록 기여하고 싶습니다.","SK텔레콤에서 어떤 분야에서 활동하고 싶으며, 그 분야에서 어떤 도전과제를 예상하고 있으며, 어떤 기여를 하고 싶으신가요?"
"전선 탐지 알고리즘 제작 프로젝트를 진행할 당시, AI 알고리즘이 촬영한 사진의 빛 번짐으로 인해 전선을 제대로 탐지하지 못하는 문제가 발생했습니다. 이를 해결하기 위한 회의 과정에서 빛 번짐을 제거할 수 있는 코드를 적용하여 데이터를 전처리 하자는 의견이 나왔습니다. 하지만 촬영한 데이터를 후처리하는 방식보다는 촬영 시에 빛 번짐이 덜한 종이를 뒤에 받쳐 찍으면 더 단순한 방식으로 문제를 해결할 수 있다고 생각했습니다. 그리하여 근처 문구점에서 하드보드지를 사 와서 빛 번짐이 발생하는지 테스트 해본 다음 해당 사진을 근거로 재촬영을 제안했습니다.
결과적으로 물체를 탐지하는 데 걸리는 시간을 최소화할 수 있었고 정확도가 20% 이상 향상 하는 성과를 달성할 수 있었습니다. 또한, 외주사에서 제시한 정확도를 달성하여 프로젝트를 진행할 수 있었습니다. 근본적으로 문제를 해결하려는 마음가짐으로 문제 해결을 위한 가장 효과적이고 단순한 방법을 고안하여 좋은 성과를 낼 수 있었습니다.",문제 해결에 있어서 단순한 방법을 선택한 이유는 무엇이었나요? 다른 방법들보다 단순한 방법을 택했을 때의 장단점은 무엇이었나요?
"전선 탐지 알고리즘 제작 프로젝트를 진행할 당시, AI 알고리즘이 촬영한 사진의 빛 번짐으로 인해 전선을 제대로 탐지하지 못하는 문제가 발생했습니다. 이를 해결하기 위한 회의 과정에서 빛 번짐을 제거할 수 있는 코드를 적용하여 데이터를 전처리 하자는 의견이 나왔습니다. 하지만 촬영한 데이터를 후처리하는 방식보다는 촬영 시에 빛 번짐이 덜한 종이를 뒤에 받쳐 찍으면 더 단순한 방식으로 문제를 해결할 수 있다고 생각했습니다. 그리하여 근처 문구점에서 하드보드지를 사 와서 빛 번짐이 발생하는지 테스트 해본 다음 해당 사진을 근거로 재촬영을 제안했습니다.
결과적으로 물체를 탐지하는 데 걸리는 시간을 최소화할 수 있었고 정확도가 20% 이상 향상 하는 성과를 달성할 수 있었습니다. 또한, 외주사에서 제시한 정확도를 달성하여 프로젝트를 진행할 수 있었습니다. 근본적으로 문제를 해결하려는 마음가짐으로 문제 해결을 위한 가장 효과적이고 단순한 방법을 고안하여 좋은 성과를 낼 수 있었습니다.",빛 번짐 문제를 해결하기 위해 하드보드지를 사용하는 아이디어를 떠올리게 된 계기와 과정에 대해 설명해주세요. 이러한 아이디어를 찾아낸 과정에서 어떤 고려 사항들이 있었나요?
"전선 탐지 알고리즘 제작 프로젝트를 진행할 당시, AI 알고리즘이 촬영한 사진의 빛 번짐으로 인해 전선을 제대로 탐지하지 못하는 문제가 발생했습니다. 이를 해결하기 위한 회의 과정에서 빛 번짐을 제거할 수 있는 코드를 적용하여 데이터를 전처리 하자는 의견이 나왔습니다. 하지만 촬영한 데이터를 후처리하는 방식보다는 촬영 시에 빛 번짐이 덜한 종이를 뒤에 받쳐 찍으면 더 단순한 방식으로 문제를 해결할 수 있다고 생각했습니다. 그리하여 근처 문구점에서 하드보드지를 사 와서 빛 번짐이 발생하는지 테스트 해본 다음 해당 사진을 근거로 재촬영을 제안했습니다.
결과적으로 물체를 탐지하는 데 걸리는 시간을 최소화할 수 있었고 정확도가 20% 이상 향상 하는 성과를 달성할 수 있었습니다. 또한, 외주사에서 제시한 정확도를 달성하여 프로젝트를 진행할 수 있었습니다. 근본적으로 문제를 해결하려는 마음가짐으로 문제 해결을 위한 가장 효과적이고 단순한 방법을 고안하여 좋은 성과를 낼 수 있었습니다.",단순한 방법을 통해 문제를 해결하고 성과를 달성한 경험이 미친 영향이 있을 만한 다른 프로젝트나 상황이 있을까요? 해당 경험이 미친 영향에 대해 알려주세요.
"전선 탐지 알고리즘 제작 프로젝트를 진행할 당시, AI 알고리즘이 촬영한 사진의 빛 번짐으로 인해 전선을 제대로 탐지하지 못하는 문제가 발생했습니다. 이를 해결하기 위한 회의 과정에서 빛 번짐을 제거할 수 있는 코드를 적용하여 데이터를 전처리 하자는 의견이 나왔습니다. 하지만 촬영한 데이터를 후처리하는 방식보다는 촬영 시에 빛 번짐이 덜한 종이를 뒤에 받쳐 찍으면 더 단순한 방식으로 문제를 해결할 수 있다고 생각했습니다. 그리하여 근처 문구점에서 하드보드지를 사 와서 빛 번짐이 발생하는지 테스트 해본 다음 해당 사진을 근거로 재촬영을 제안했습니다.
결과적으로 물체를 탐지하는 데 걸리는 시간을 최소화할 수 있었고 정확도가 20% 이상 향상 하는 성과를 달성할 수 있었습니다. 또한, 외주사에서 제시한 정확도를 달성하여 프로젝트를 진행할 수 있었습니다. 근본적으로 문제를 해결하려는 마음가짐으로 문제 해결을 위한 가장 효과적이고 단순한 방법을 고안하여 좋은 성과를 낼 수 있었습니다.","프로젝트를 진행하면서 발생한 어려움이나 예상치 못한 상황이 있었다면, 그 상황을 어떻게 극복하셨나요?"
"전선 탐지 알고리즘 제작 프로젝트를 진행할 당시, AI 알고리즘이 촬영한 사진의 빛 번짐으로 인해 전선을 제대로 탐지하지 못하는 문제가 발생했습니다. 이를 해결하기 위한 회의 과정에서 빛 번짐을 제거할 수 있는 코드를 적용하여 데이터를 전처리 하자는 의견이 나왔습니다. 하지만 촬영한 데이터를 후처리하는 방식보다는 촬영 시에 빛 번짐이 덜한 종이를 뒤에 받쳐 찍으면 더 단순한 방식으로 문제를 해결할 수 있다고 생각했습니다. 그리하여 근처 문구점에서 하드보드지를 사 와서 빛 번짐이 발생하는지 테스트 해본 다음 해당 사진을 근거로 재촬영을 제안했습니다.
결과적으로 물체를 탐지하는 데 걸리는 시간을 최소화할 수 있었고 정확도가 20% 이상 향상 하는 성과를 달성할 수 있었습니다. 또한, 외주사에서 제시한 정확도를 달성하여 프로젝트를 진행할 수 있었습니다. 근본적으로 문제를 해결하려는 마음가짐으로 문제 해결을 위한 가장 효과적이고 단순한 방법을 고안하여 좋은 성과를 낼 수 있었습니다.",이러한 경험을 통해 앞으로 어떤 상황에서든지 단순한 방법을 찾아내고 문제를 해결하는 데 더욱 적극적으로 활용하고 싶은 이유가 있을까요? 이를 통해 어떤 변화를 이루고 싶으신가요?
"어린 시절부터 뚜렷한 목표의식을 미덕으로 생각했습니다. 목표를 이루기 위해 계획을 세우고, 차근차근 계획을 실천하여 목표를 성취해내는 과정이 즐거웠습니다. 그러나 대학에 진학하고서는 상황이 달라졌습니다. 원하던 학과에 진학하지 못한 터라, 통계학을 왜 공부해야 하는지 동기 부여가 되지 않았습니다. 목표의식을 회복한 계기는 멘토링 봉사였습니다. 성적을 고민하는 학생들을 상담해주며 '틀을 깨고 자신을 바라봐야 한다'는 조언을 건넸습니다. 저 스스로에게도 깨달음을 주는 시간이었습니다. '적성에 맞지 않는다'는 틀 안에 갇혀 의미를 찾고자 노력하지 않았던 제 모습을 반성하는 계기가 되었습니다.
깨달음 후에 내린 선택은 부딪힘이었습니다. AI 개발을 공부해보자는 다짐으로 AI 대회에 참가하였습니다. 일 년 동안 같은 데이터로 AI 개발을 공부하며 다양한 알고리즘을 공부했습니다. 대회 참여는 AI 엔지니어가 되자는 목표를 세우는 계기가 되었습니다. 연구한 내용을 바탕으로 참여한 논문대회에서 수상의 영예를 안는 동시에, 평생 공부하고 싶은 저만의 데이터 취향을 발견할 수 있었습니다. 이를 바탕으로 Vision AI 스타트업에서 댐 손상 탐지 프로그램의 데이터 전처리부터 프로그램 개발까지 성공적으로 마무리하여 후속 계약까지 달성할 수 있었습니다.
","어린 시절부터 뚜렷한 목표의식을 갖고 계획을 세우고 실천하는 것을 즐거워했다고 말씀하셨는데, 목표를 달성하는 과정에서 가장 기억에 남는 순간이나 경험이 어떤 것이 있으신가요?"
"어린 시절부터 뚜렷한 목표의식을 미덕으로 생각했습니다. 목표를 이루기 위해 계획을 세우고, 차근차근 계획을 실천하여 목표를 성취해내는 과정이 즐거웠습니다. 그러나 대학에 진학하고서는 상황이 달라졌습니다. 원하던 학과에 진학하지 못한 터라, 통계학을 왜 공부해야 하는지 동기 부여가 되지 않았습니다. 목표의식을 회복한 계기는 멘토링 봉사였습니다. 성적을 고민하는 학생들을 상담해주며 '틀을 깨고 자신을 바라봐야 한다'는 조언을 건넸습니다. 저 스스로에게도 깨달음을 주는 시간이었습니다. '적성에 맞지 않는다'는 틀 안에 갇혀 의미를 찾고자 노력하지 않았던 제 모습을 반성하는 계기가 되었습니다.
깨달음 후에 내린 선택은 부딪힘이었습니다. AI 개발을 공부해보자는 다짐으로 AI 대회에 참가하였습니다. 일 년 동안 같은 데이터로 AI 개발을 공부하며 다양한 알고리즘을 공부했습니다. 대회 참여는 AI 엔지니어가 되자는 목표를 세우는 계기가 되었습니다. 연구한 내용을 바탕으로 참여한 논문대회에서 수상의 영예를 안는 동시에, 평생 공부하고 싶은 저만의 데이터 취향을 발견할 수 있었습니다. 이를 바탕으로 Vision AI 스타트업에서 댐 손상 탐지 프로그램의 데이터 전처리부터 프로그램 개발까지 성공적으로 마무리하여 후속 계약까지 달성할 수 있었습니다.
",대학 진학 후 통계학을 공부하는 것에 대한 동기 부여가 되지 않았던 이유는 무엇이었나요? 그리고 멘토링 봉사를 통해 '틀을 깨고 자신을 바라봐야 한다'는 깨달음을 어떻게 얻게 되었나요?
"어린 시절부터 뚜렷한 목표의식을 미덕으로 생각했습니다. 목표를 이루기 위해 계획을 세우고, 차근차근 계획을 실천하여 목표를 성취해내는 과정이 즐거웠습니다. 그러나 대학에 진학하고서는 상황이 달라졌습니다. 원하던 학과에 진학하지 못한 터라, 통계학을 왜 공부해야 하는지 동기 부여가 되지 않았습니다. 목표의식을 회복한 계기는 멘토링 봉사였습니다. 성적을 고민하는 학생들을 상담해주며 '틀을 깨고 자신을 바라봐야 한다'는 조언을 건넸습니다. 저 스스로에게도 깨달음을 주는 시간이었습니다. '적성에 맞지 않는다'는 틀 안에 갇혀 의미를 찾고자 노력하지 않았던 제 모습을 반성하는 계기가 되었습니다.
깨달음 후에 내린 선택은 부딪힘이었습니다. AI 개발을 공부해보자는 다짐으로 AI 대회에 참가하였습니다. 일 년 동안 같은 데이터로 AI 개발을 공부하며 다양한 알고리즘을 공부했습니다. 대회 참여는 AI 엔지니어가 되자는 목표를 세우는 계기가 되었습니다. 연구한 내용을 바탕으로 참여한 논문대회에서 수상의 영예를 안는 동시에, 평생 공부하고 싶은 저만의 데이터 취향을 발견할 수 있었습니다. 이를 바탕으로 Vision AI 스타트업에서 댐 손상 탐지 프로그램의 데이터 전처리부터 프로그램 개발까지 성공적으로 마무리하여 후속 계약까지 달성할 수 있었습니다.
",AI 대회에 참가하여 AI 개발을 공부하며 데이터 취향을 발견하고자 한 경험에 대해 자세히 설명해주세요. 이 경험이 어떻게 후속 계획에 영향을 미쳤나요?
"어린 시절부터 뚜렷한 목표의식을 미덕으로 생각했습니다. 목표를 이루기 위해 계획을 세우고, 차근차근 계획을 실천하여 목표를 성취해내는 과정이 즐거웠습니다. 그러나 대학에 진학하고서는 상황이 달라졌습니다. 원하던 학과에 진학하지 못한 터라, 통계학을 왜 공부해야 하는지 동기 부여가 되지 않았습니다. 목표의식을 회복한 계기는 멘토링 봉사였습니다. 성적을 고민하는 학생들을 상담해주며 '틀을 깨고 자신을 바라봐야 한다'는 조언을 건넸습니다. 저 스스로에게도 깨달음을 주는 시간이었습니다. '적성에 맞지 않는다'는 틀 안에 갇혀 의미를 찾고자 노력하지 않았던 제 모습을 반성하는 계기가 되었습니다.
깨달음 후에 내린 선택은 부딪힘이었습니다. AI 개발을 공부해보자는 다짐으로 AI 대회에 참가하였습니다. 일 년 동안 같은 데이터로 AI 개발을 공부하며 다양한 알고리즘을 공부했습니다. 대회 참여는 AI 엔지니어가 되자는 목표를 세우는 계기가 되었습니다. 연구한 내용을 바탕으로 참여한 논문대회에서 수상의 영예를 안는 동시에, 평생 공부하고 싶은 저만의 데이터 취향을 발견할 수 있었습니다. 이를 바탕으로 Vision AI 스타트업에서 댐 손상 탐지 프로그램의 데이터 전처리부터 프로그램 개발까지 성공적으로 마무리하여 후속 계약까지 달성할 수 있었습니다.
",AI 대회 참가와 Vision AI 스타트업에서의 프로젝트 진행과정에서 어떤 어려움이 있었나요? 그 어려움을 어떻게 극복하였으며 어떤 학습과 성장을 이끌어냈나요?
"어린 시절부터 뚜렷한 목표의식을 미덕으로 생각했습니다. 목표를 이루기 위해 계획을 세우고, 차근차근 계획을 실천하여 목표를 성취해내는 과정이 즐거웠습니다. 그러나 대학에 진학하고서는 상황이 달라졌습니다. 원하던 학과에 진학하지 못한 터라, 통계학을 왜 공부해야 하는지 동기 부여가 되지 않았습니다. 목표의식을 회복한 계기는 멘토링 봉사였습니다. 성적을 고민하는 학생들을 상담해주며 '틀을 깨고 자신을 바라봐야 한다'는 조언을 건넸습니다. 저 스스로에게도 깨달음을 주는 시간이었습니다. '적성에 맞지 않는다'는 틀 안에 갇혀 의미를 찾고자 노력하지 않았던 제 모습을 반성하는 계기가 되었습니다.
깨달음 후에 내린 선택은 부딪힘이었습니다. AI 개발을 공부해보자는 다짐으로 AI 대회에 참가하였습니다. 일 년 동안 같은 데이터로 AI 개발을 공부하며 다양한 알고리즘을 공부했습니다. 대회 참여는 AI 엔지니어가 되자는 목표를 세우는 계기가 되었습니다. 연구한 내용을 바탕으로 참여한 논문대회에서 수상의 영예를 안는 동시에, 평생 공부하고 싶은 저만의 데이터 취향을 발견할 수 있었습니다. 이를 바탕으로 Vision AI 스타트업에서 댐 손상 탐지 프로그램의 데이터 전처리부터 프로그램 개발까지 성공적으로 마무리하여 후속 계약까지 달성할 수 있었습니다.
",앞으로의 목표 달성을 위해 뚜렷한 목표의식과 꾸준한 노력이 중요하다고 생각합니다. 앞으로 어떤 분야에서 뚜렷한 목표를 세우고 어떤 방식으로 그 목표를 달성하고자 하시나요?
"AI 스타트업 인턴 당시, AI 소프트웨어 개발 업무를 직접 진행하면서 처음으로 프로그램 개발에 도전했던 경험이 있습니다.
응용 프로그램 개발을 하면서 CS 지식의 부족함과 프로그래밍 언어 활용의 미숙함으로 고민이 많았습니다. 하지만 새로운 분야는 충분한 시간과 노력을 들이면 정복할 수 있다는 생각으로 업무 시간이 끝나면 회사에 남아 부족한 지식을 채워갔습니다. 기존 코드를 클론 코딩하면서 전체 코드의 흐름과 개발 툴을 익혀갔고, 자료구조도 틈틈이 공부하며 더 효율적인 코드가 뭔지 생각하고 또 생각하며 프로젝트를 완성하였습니다. 또한, 프론트엔드 개발 경험이 많은 동료와 선배님에게 적극적으로 도움을 요청하였습니다. 그 결과 큰 규모의 외주 프로젝트를 성공적으로 마무리하여 후속 프로젝트도 계약하는 성과를 이룰 수 있었습니다.
이를 통해 새로운 영역에 대한 두려움을 버리고 뒤처진 만큼 더 시간을 들이고 노력한다면 불가능은 없다는 것을 느꼈습니다.","AI 소프트웨어 개발 업무에 도전하면서 CS 지식과 프로그래밍 언어 활용에 대한 부족함을 극복하기 위해 어떤 방법을 사용하셨나요? 어떤 자료나 학습 방법을 통해 개선하였고, 그 결과 어떤 성장을 이끌어냈나요?"
"AI 스타트업 인턴 당시, AI 소프트웨어 개발 업무를 직접 진행하면서 처음으로 프로그램 개발에 도전했던 경험이 있습니다.
응용 프로그램 개발을 하면서 CS 지식의 부족함과 프로그래밍 언어 활용의 미숙함으로 고민이 많았습니다. 하지만 새로운 분야는 충분한 시간과 노력을 들이면 정복할 수 있다는 생각으로 업무 시간이 끝나면 회사에 남아 부족한 지식을 채워갔습니다. 기존 코드를 클론 코딩하면서 전체 코드의 흐름과 개발 툴을 익혀갔고, 자료구조도 틈틈이 공부하며 더 효율적인 코드가 뭔지 생각하고 또 생각하며 프로젝트를 완성하였습니다. 또한, 프론트엔드 개발 경험이 많은 동료와 선배님에게 적극적으로 도움을 요청하였습니다. 그 결과 큰 규모의 외주 프로젝트를 성공적으로 마무리하여 후속 프로젝트도 계약하는 성과를 이룰 수 있었습니다.
이를 통해 새로운 영역에 대한 두려움을 버리고 뒤처진 만큼 더 시간을 들이고 노력한다면 불가능은 없다는 것을 느꼈습니다.","처음 프로그램 개발에 도전하는 과정에서 어떤 어려움을 겪으셨나요? 그 어려움을 극복하기 위해 어떤 노력을 기울였으며, 어떤 도움을 받았나요?"
"AI 스타트업 인턴 당시, AI 소프트웨어 개발 업무를 직접 진행하면서 처음으로 프로그램 개발에 도전했던 경험이 있습니다.
응용 프로그램 개발을 하면서 CS 지식의 부족함과 프로그래밍 언어 활용의 미숙함으로 고민이 많았습니다. 하지만 새로운 분야는 충분한 시간과 노력을 들이면 정복할 수 있다는 생각으로 업무 시간이 끝나면 회사에 남아 부족한 지식을 채워갔습니다. 기존 코드를 클론 코딩하면서 전체 코드의 흐름과 개발 툴을 익혀갔고, 자료구조도 틈틈이 공부하며 더 효율적인 코드가 뭔지 생각하고 또 생각하며 프로젝트를 완성하였습니다. 또한, 프론트엔드 개발 경험이 많은 동료와 선배님에게 적극적으로 도움을 요청하였습니다. 그 결과 큰 규모의 외주 프로젝트를 성공적으로 마무리하여 후속 프로젝트도 계약하는 성과를 이룰 수 있었습니다.
이를 통해 새로운 영역에 대한 두려움을 버리고 뒤처진 만큼 더 시간을 들이고 노력한다면 불가능은 없다는 것을 느꼈습니다.","처음 프로그램 개발에 도전하는 과정에서 어떤 어려움을 겪으셨나요? 그 어려움을 극복하기 위해 어떤 노력을 기울였으며, 어떤 도움을 받았나요?"
"AI 스타트업 인턴 당시, AI 소프트웨어 개발 업무를 직접 진행하면서 처음으로 프로그램 개발에 도전했던 경험이 있습니다.
응용 프로그램 개발을 하면서 CS 지식의 부족함과 프로그래밍 언어 활용의 미숙함으로 고민이 많았습니다. 하지만 새로운 분야는 충분한 시간과 노력을 들이면 정복할 수 있다는 생각으로 업무 시간이 끝나면 회사에 남아 부족한 지식을 채워갔습니다. 기존 코드를 클론 코딩하면서 전체 코드의 흐름과 개발 툴을 익혀갔고, 자료구조도 틈틈이 공부하며 더 효율적인 코드가 뭔지 생각하고 또 생각하며 프로젝트를 완성하였습니다. 또한, 프론트엔드 개발 경험이 많은 동료와 선배님에게 적극적으로 도움을 요청하였습니다. 그 결과 큰 규모의 외주 프로젝트를 성공적으로 마무리하여 후속 프로젝트도 계약하는 성과를 이룰 수 있었습니다.
이를 통해 새로운 영역에 대한 두려움을 버리고 뒤처진 만큼 더 시간을 들이고 노력한다면 불가능은 없다는 것을 느꼈습니다.",새로운 영역에 도전하는데 두려움을 버리고 노력한다면 불가능은 없다고 느낀 경험에 대해 더 자세히 설명해주세요. 이러한 경험이 앞으로의 경력과 업무 수행에 어떤 긍정적인 영향을 미칠 것이라고 생각하시나요?
"AI 스타트업 인턴 당시, AI 소프트웨어 개발 업무를 직접 진행하면서 처음으로 프로그램 개발에 도전했던 경험이 있습니다.
응용 프로그램 개발을 하면서 CS 지식의 부족함과 프로그래밍 언어 활용의 미숙함으로 고민이 많았습니다. 하지만 새로운 분야는 충분한 시간과 노력을 들이면 정복할 수 있다는 생각으로 업무 시간이 끝나면 회사에 남아 부족한 지식을 채워갔습니다. 기존 코드를 클론 코딩하면서 전체 코드의 흐름과 개발 툴을 익혀갔고, 자료구조도 틈틈이 공부하며 더 효율적인 코드가 뭔지 생각하고 또 생각하며 프로젝트를 완성하였습니다. 또한, 프론트엔드 개발 경험이 많은 동료와 선배님에게 적극적으로 도움을 요청하였습니다. 그 결과 큰 규모의 외주 프로젝트를 성공적으로 마무리하여 후속 프로젝트도 계약하는 성과를 이룰 수 있었습니다.
이를 통해 새로운 영역에 대한 두려움을 버리고 뒤처진 만큼 더 시간을 들이고 노력한다면 불가능은 없다는 것을 느꼈습니다.","새로운 분야에 도전하면서 얻은 극복 경험과 성과를 바탕으로, 미래에 어떤 분야에서 더 도전하고 싶으며 어떤 분야에서 더 성장하고자 하시나요? 이를 위해 어떤 계획이 있으신가요?"
"맞춤형 금융상품 추천 서비스를 통해 고객에게 더 편리한 금융 경험을 제공하고자 하는 NH농협은행의 방향에 개인화 추천 모델 개발 경험이 부합한다고 생각하여 지원하게 되었습니다. 저는 전자상거래 데이터를 분석한 개인화 추천 모델 개발로 대회에서 최우수상을 받은 경험이 있습니다. 데이터 가공에서부터 고객에게 상품을 추천하기까지 모든 과정을 설계하고, 딥러닝을 활용하여 기존 모델보다 더 높은 정확도를 달성하였습니다. 이러한 역량을 통해 빅데이터 실시간 상품추천 모형 개발을 통해 차별화된 개인화 마케팅으로 고객에게 더 편리한 금융 경험을 제공하고자 하는 NH농협은행의 행보와 함께하고 싶어 지원하였습니다.
입행 후, 실시간으로 수집된 데이터를 활용하여 고객 맞춤형 금융 서비스를 제공하고 싶습니다. 카드데이터, NH멤버스데이터, 마이데이터, 비대면 로드 데이터 등등 다양한 데이터를 활용하여 높은 정확도의 초개인화 맞춤 금융상품 추천 서비스를 개발하는 데 기여하고 싶습니다. 더 나아가 농업에 도움이 되는 다양한 디지털 서비스를 개발하는 사업에 참여하여 농촌, 농업을 위한 움직임에 앞장서는 NH농협은행의 한 일원이 되고 싶습니다.","전자상거래 데이터를 분석하여 개인화 추천 모델을 개발한 경험에 대해 더 자세히 설명해주세요. 어떤 종류의 데이터를 사용하였고, 어떤 알고리즘과 기술을 활용하여 모델을 개발하였나요?"
"맞춤형 금융상품 추천 서비스를 통해 고객에게 더 편리한 금융 경험을 제공하고자 하는 NH농협은행의 방향에 개인화 추천 모델 개발 경험이 부합한다고 생각하여 지원하게 되었습니다. 저는 전자상거래 데이터를 분석한 개인화 추천 모델 개발로 대회에서 최우수상을 받은 경험이 있습니다. 데이터 가공에서부터 고객에게 상품을 추천하기까지 모든 과정을 설계하고, 딥러닝을 활용하여 기존 모델보다 더 높은 정확도를 달성하였습니다. 이러한 역량을 통해 빅데이터 실시간 상품추천 모형 개발을 통해 차별화된 개인화 마케팅으로 고객에게 더 편리한 금융 경험을 제공하고자 하는 NH농협은행의 행보와 함께하고 싶어 지원하였습니다.
입행 후, 실시간으로 수집된 데이터를 활용하여 고객 맞춤형 금융 서비스를 제공하고 싶습니다. 카드데이터, NH멤버스데이터, 마이데이터, 비대면 로드 데이터 등등 다양한 데이터를 활용하여 높은 정확도의 초개인화 맞춤 금융상품 추천 서비스를 개발하는 데 기여하고 싶습니다. 더 나아가 농업에 도움이 되는 다양한 디지털 서비스를 개발하는 사업에 참여하여 농촌, 농업을 위한 움직임에 앞장서는 NH농협은행의 한 일원이 되고 싶습니다.",개인화 추천 모델을 개발하는 과정에서 어떤 어려움과 도전에 직면하였나요? 그러한 어려움을 어떻게 극복하고 해결하였나요?
